,Date,Index,Value
2258,23/03/2020,YENN,20.02%
2259,23/03/2020,BTC,190.68%
2260,24/03/2020,GBP,18.82%
2261,24/03/2020,EUR,14.51%
2262,24/03/2020,YENN,20.03%
2263,24/03/2020,BTC,192.08%
2264,25/03/2020,GBP,20.30%
2265,25/03/2020,EUR,14.57%
2266,25/03/2020,YENN,19.94%
2267,25/03/2020,BTC,192.02%
2268,26/03/2020,GBP,20.25%
2269,26/03/2020,EUR,14.81%
2270,26/03/2020,YENN,19.86%
2271,26/03/2020,BTC,191.54%
2272,27/03/2020,GBP,23.28%
2273,27/03/2020,EUR,15.63%
2274,27/03/2020,YENN,20.65%
2275,27/03/2020,BTC,191.70%
2276,30/03/2020,GBP,24.63%
2277,30/03/2020,EUR,15.50%
2278,30/03/2020,YENN,21.22%
2279,30/03/2020,BTC,191.72%
2280,31/03/2020,GBP,24.63%
2281,31/03/2020,EUR,15.82%
2282,31/03/2020,YENN,20.40%
2283,31/03/2020,BTC,191.35%
2284,01/04/2020,GBP,24.68%
2285,01/04/2020,EUR,15.52%
2286,01/04/2020,YENN,20.29%
2287,01/04/2020,BTC,191.87%
2288,02/04/2020,GBP,24.59%
2289,02/04/2020,EUR,15.59%
2290,02/04/2020,YENN,19.75%
2291,02/04/2020,BTC,192.39%
2292,03/04/2020,GBP,24.52%
2293,03/04/2020,EUR,15.86%
2294,03/04/2020,YENN,19.79%
2295,03/04/2020,BTC,191.59%
2296,06/04/2020,GBP,24.72%
2297,06/04/2020,EUR,15.55%
2298,06/04/2020,YENN,19.27%
2299,06/04/2020,BTC,194.10%
2300,07/04/2020,GBP,24.24%
2301,07/04/2020,EUR,14.42%
2302,07/04/2020,YENN,17.36%
2303,07/04/2020,BTC,188.27%
2304,08/04/2020,GBP,24.55%
2305,08/04/2020,EUR,14.87%
2306,08/04/2020,YENN,17.13%
2307,08/04/2020,BTC,188.50%
2308,09/04/2020,GBP,24.39%
2309,09/04/2020,EUR,14.76%
2310,09/04/2020,YENN,16.12%
2311,09/04/2020,BTC,188.49%
2312,10/04/2020,GBP,24.42%
2313,10/04/2020,EUR,14.95%
2314,10/04/2020,YENN,16.07%
2315,10/04/2020,BTC,90.60%
2316,13/04/2020,GBP,23.51%
2317,13/04/2020,EUR,14.84%
2318,13/04/2020,YENN,16.12%
2319,13/04/2020,BTC,83.53%
2320,14/04/2020,GBP,23.08%
2321,14/04/2020,EUR,14.83%
2322,14/04/2020,YENN,14.95%
2323,14/04/2020,BTC,72.76%
2324,15/04/2020,GBP,22.84%
2325,15/04/2020,EUR,15.00%
2326,15/04/2020,YENN,14.95%
2327,15/04/2020,BTC,73.66%
2328,16/04/2020,GBP,22.62%
2329,16/04/2020,EUR,14.50%
2330,16/04/2020,YENN,14.52%
2331,16/04/2020,BTC,76.20%
2332,17/04/2020,GBP,16.36%
2333,17/04/2020,EUR,14.48%
2334,17/04/2020,YENN,14.19%
2335,17/04/2020,BTC,52.36%
2336,20/04/2020,GBP,15.53%
2337,20/04/2020,EUR,10.40%
2338,20/04/2020,YENN,10.30%
2339,20/04/2020,BTC,53.90%
2340,21/04/2020,GBP,15.50%
2341,21/04/2020,EUR,10.37%
2342,21/04/2020,YENN,10.08%
2343,21/04/2020,BTC,52.84%
2344,22/04/2020,GBP,16.24%
2345,22/04/2020,EUR,10.16%
2346,22/04/2020,YENN,9.97%
2347,22/04/2020,BTC,51.49%
2348,23/04/2020,GBP,15.43%
2349,23/04/2020,EUR,10.22%
2350,23/04/2020,YENN,9.90%
2351,23/04/2020,BTC,53.17%
2352,24/04/2020,GBP,15.39%
2353,24/04/2020,EUR,9.84%
2354,24/04/2020,YENN,9.89%
2355,24/04/2020,BTC,53.31%
2356,27/04/2020,GBP,11.82%
2357,27/04/2020,EUR,8.42%
2358,27/04/2020,YENN,8.34%
2359,27/04/2020,BTC,51.64%
2360,28/04/2020,GBP,9.51%
2361,28/04/2020,EUR,7.75%
2362,28/04/2020,YENN,6.35%
2363,28/04/2020,BTC,51.43%
2364,29/04/2020,GBP,9.23%
2365,29/04/2020,EUR,7.15%
2366,29/04/2020,YENN,6.21%
2367,29/04/2020,BTC,63.99%
2368,30/04/2020,GBP,9.22%
2369,30/04/2020,EUR,7.33%
2370,30/04/2020,YENN,6.01%
2371,30/04/2020,BTC,64.74%
2372,01/05/2020,GBP,9.63%
2373,01/05/2020,EUR,7.36%
2374,01/05/2020,YENN,6.40%
2375,01/05/2020,BTC,64.63%
2376,04/05/2020,GBP,10.35%
2377,04/05/2020,EUR,6.47%
2378,04/05/2020,YENN,6.11%
2379,04/05/2020,BTC,64.22%
2380,05/05/2020,GBP,8.94%
2381,05/05/2020,EUR,6.59%
2382,05/05/2020,YENN,5.57%
2383,05/05/2020,BTC,59.91%
2384,06/05/2020,GBP,8.94%
2385,06/05/2020,EUR,6.96%
2386,06/05/2020,YENN,5.31%
2387,06/05/2020,BTC,59.62%
2388,07/05/2020,GBP,9.22%
2389,07/05/2020,EUR,6.39%
2390,07/05/2020,YENN,5.21%
2391,07/05/2020,BTC,62.97%
2392,08/05/2020,GBP,9.20%
2393,08/05/2020,EUR,6.47%
2394,08/05/2020,YENN,5.14%
2395,08/05/2020,BTC,63.27%
2396,11/05/2020,GBP,9.11%
2397,11/05/2020,EUR,6.10%
2398,11/05/2020,YENN,5.53%
2399,11/05/2020,BTC,77.73%
2400,12/05/2020,GBP,9.39%
2401,12/05/2020,EUR,6.14%
2402,12/05/2020,YENN,5.97%
2403,12/05/2020,BTC,77.68%
2404,13/05/2020,GBP,9.38%
2405,13/05/2020,EUR,6.29%
2406,13/05/2020,YENN,5.69%
2407,13/05/2020,BTC,78.71%
2408,14/05/2020,GBP,8.76%
2409,14/05/2020,EUR,5.92%
2410,14/05/2020,YENN,5.48%
2411,14/05/2020,BTC,77.85%
2412,15/05/2020,GBP,8.40%
2413,15/05/2020,EUR,5.42%
2414,15/05/2020,YENN,5.41%
2415,15/05/2020,BTC,78.27%
2416,18/05/2020,GBP,9.23%
2417,18/05/2020,EUR,5.27%
2418,18/05/2020,YENN,5.30%
2419,18/05/2020,BTC,78.66%
2420,19/05/2020,GBP,9.97%
2421,19/05/2020,EUR,6.08%
2422,19/05/2020,YENN,5.27%
2423,19/05/2020,BTC,77.12%
2424,20/05/2020,GBP,10.12%
2425,20/05/2020,EUR,6.09%
2426,20/05/2020,YENN,5.46%
2427,20/05/2020,BTC,78.04%
2428,21/05/2020,GBP,9.32%
2429,21/05/2020,EUR,6.29%
2430,21/05/2020,YENN,5.51%
2431,21/05/2020,BTC,80.66%
2432,22/05/2020,GBP,9.28%
2433,22/05/2020,EUR,6.16%
2434,22/05/2020,YENN,5.50%
2435,22/05/2020,BTC,79.85%
2436,25/05/2020,GBP,9.27%
2437,25/05/2020,EUR,6.25%
2438,25/05/2020,YENN,5.49%
2439,25/05/2020,BTC,81.03%
2440,26/05/2020,GBP,9.27%
2441,26/05/2020,EUR,6.11%
2442,26/05/2020,YENN,5.46%
2443,26/05/2020,BTC,80.72%
2444,27/05/2020,GBP,9.96%
2445,27/05/2020,EUR,6.55%
2446,27/05/2020,YENN,5.45%
2447,27/05/2020,BTC,81.47%
2448,28/05/2020,GBP,10.11%
2449,28/05/2020,EUR,6.61%
2450,28/05/2020,YENN,5.19%
2451,28/05/2020,BTC,71.55%
2452,29/05/2020,GBP,10.21%
2453,29/05/2020,EUR,6.75%
2454,29/05/2020,YENN,5.20%
2455,29/05/2020,BTC,71.34%
2456,01/06/2020,GBP,9.69%
2457,01/06/2020,EUR,6.54%
2458,01/06/2020,YENN,4.75%
2459,01/06/2020,BTC,75.15%
2460,02/06/2020,GBP,9.93%
2461,02/06/2020,EUR,6.54%
2462,02/06/2020,YENN,4.39%
2463,02/06/2020,BTC,79.10%
2464,03/06/2020,GBP,10.25%
2465,03/06/2020,EUR,6.40%
2466,03/06/2020,YENN,5.87%
2467,03/06/2020,BTC,79.15%
2468,04/06/2020,GBP,10.26%
2469,04/06/2020,EUR,5.89%
2470,04/06/2020,YENN,5.75%
2471,04/06/2020,BTC,78.71%
2472,05/06/2020,GBP,9.60%
2473,05/06/2020,EUR,6.06%
2474,05/06/2020,YENN,5.60%
2475,05/06/2020,BTC,74.82%
2476,08/06/2020,GBP,9.96%
2477,08/06/2020,EUR,6.20%
2478,08/06/2020,YENN,5.71%
2479,08/06/2020,BTC,74.85%
2480,09/06/2020,GBP,9.93%
2481,09/06/2020,EUR,6.27%
2482,09/06/2020,YENN,7.03%
2483,09/06/2020,BTC,56.69%
2484,10/06/2020,GBP,9.57%
2485,10/06/2020,EUR,6.02%
2486,10/06/2020,YENN,7.07%
2487,10/06/2020,BTC,56.35%
2488,11/06/2020,GBP,9.16%
2489,11/06/2020,EUR,6.01%
2490,11/06/2020,YENN,7.43%
2491,11/06/2020,BTC,57.71%
2492,12/06/2020,GBP,10.07%
2493,12/06/2020,EUR,6.63%
2494,12/06/2020,YENN,7.43%
2495,12/06/2020,BTC,55.34%
2496,15/06/2020,GBP,10.32%
2497,15/06/2020,EUR,6.77%
2498,15/06/2020,YENN,7.48%
2499,15/06/2020,BTC,53.28%
2500,16/06/2020,GBP,9.60%
2501,16/06/2020,EUR,7.04%
2502,16/06/2020,YENN,7.48%
2503,16/06/2020,BTC,51.26%
2504,17/06/2020,GBP,9.45%
2505,17/06/2020,EUR,7.23%
2506,17/06/2020,YENN,7.46%
2507,17/06/2020,BTC,51.29%
2508,18/06/2020,GBP,9.48%
2509,18/06/2020,EUR,7.34%
2510,18/06/2020,YENN,7.49%
2511,18/06/2020,BTC,50.82%
2512,19/06/2020,GBP,10.22%
2513,19/06/2020,EUR,7.34%
2514,19/06/2020,YENN,7.48%
2515,19/06/2020,BTC,48.16%
2516,22/06/2020,GBP,10.50%
2517,22/06/2020,EUR,7.36%
2518,22/06/2020,YENN,7.49%
2519,22/06/2020,BTC,49.75%
2520,23/06/2020,GBP,11.18%
2521,23/06/2020,EUR,7.63%
2522,23/06/2020,YENN,7.49%
2523,23/06/2020,BTC,48.34%
2524,24/06/2020,GBP,11.18%
2525,24/06/2020,EUR,7.60%
2526,24/06/2020,YENN,7.62%
2527,24/06/2020,BTC,49.88%
2528,25/06/2020,GBP,11.14%
2529,25/06/2020,EUR,7.72%
2530,25/06/2020,YENN,7.90%
2531,25/06/2020,BTC,48.19%
2532,26/06/2020,GBP,10.92%
2533,26/06/2020,EUR,7.79%
2534,26/06/2020,YENN,7.84%
2535,26/06/2020,BTC,46.45%
2536,29/06/2020,GBP,11.10%
2537,29/06/2020,EUR,7.60%
2538,29/06/2020,YENN,7.83%
2539,29/06/2020,BTC,46.40%
2540,30/06/2020,GBP,11.11%
2541,30/06/2020,EUR,7.54%
2542,30/06/2020,YENN,7.93%
2543,30/06/2020,BTC,37.39%
2544,01/07/2020,GBP,10.61%
2545,01/07/2020,EUR,7.56%
2546,01/07/2020,YENN,8.02%
2547,01/07/2020,BTC,30.72%
2548,02/07/2020,GBP,10.48%
2549,02/07/2020,EUR,7.32%
2550,02/07/2020,YENN,7.10%
2551,02/07/2020,BTC,30.41%
2552,03/07/2020,GBP,10.48%
2553,03/07/2020,EUR,7.20%
2554,03/07/2020,YENN,7.08%
2555,03/07/2020,BTC,29.74%
2556,06/07/2020,GBP,10.43%
2557,06/07/2020,EUR,6.42%
2558,06/07/2020,YENN,7.06%
2559,06/07/2020,BTC,31.81%
2560,07/07/2020,GBP,9.86%
2561,07/07/2020,EUR,6.75%
2562,07/07/2020,YENN,6.82%
2563,07/07/2020,BTC,31.73%
2564,08/07/2020,GBP,9.97%
2565,08/07/2020,EUR,6.84%
2566,08/07/2020,YENN,5.78%
2567,08/07/2020,BTC,32.55%
2568,09/07/2020,GBP,10.20%
2569,09/07/2020,EUR,7.08%
2570,09/07/2020,YENN,5.53%
2571,09/07/2020,BTC,32.72%
2572,10/07/2020,GBP,10.20%
2573,10/07/2020,EUR,7.17%
2574,10/07/2020,YENN,4.84%
2575,10/07/2020,BTC,26.12%
2576,13/07/2020,GBP,9.52%
2577,13/07/2020,EUR,6.80%
2578,13/07/2020,YENN,4.93%
2579,13/07/2020,BTC,25.38%
2580,14/07/2020,GBP,9.57%
2581,14/07/2020,EUR,6.76%
2582,14/07/2020,YENN,4.79%
2583,14/07/2020,BTC,25.37%
2584,15/07/2020,GBP,8.85%
2585,15/07/2020,EUR,6.54%
2586,15/07/2020,YENN,4.76%
2587,15/07/2020,BTC,25.13%
2588,16/07/2020,GBP,8.76%
2589,16/07/2020,EUR,6.07%
2590,16/07/2020,YENN,4.87%
2591,16/07/2020,BTC,25.14%
2592,17/07/2020,GBP,8.76%
2593,17/07/2020,EUR,6.08%
2594,17/07/2020,YENN,4.72%
2595,17/07/2020,BTC,25.10%
2596,20/07/2020,GBP,7.95%
2597,20/07/2020,EUR,6.09%
2598,20/07/2020,YENN,4.75%
2599,20/07/2020,BTC,24.73%
2600,21/07/2020,GBP,7.85%
2601,21/07/2020,EUR,5.91%
2602,21/07/2020,YENN,4.72%
2603,21/07/2020,BTC,22.13%
2604,22/07/2020,GBP,6.93%
2605,22/07/2020,EUR,5.54%
2606,22/07/2020,YENN,4.87%
2607,22/07/2020,BTC,22.93%
2608,23/07/2020,GBP,6.92%
2609,23/07/2020,EUR,5.54%
2610,23/07/2020,YENN,4.72%
2611,23/07/2020,BTC,19.63%
2612,24/07/2020,GBP,5.96%
2613,24/07/2020,EUR,5.02%
2614,24/07/2020,YENN,4.44%
2615,24/07/2020,BTC,19.61%
2616,27/07/2020,GBP,6.11%
2617,27/07/2020,EUR,4.93%
2618,27/07/2020,YENN,5.18%
2619,27/07/2020,BTC,52.08%
2620,28/07/2020,GBP,5.68%
2621,28/07/2020,EUR,5.65%
2622,28/07/2020,YENN,5.61%
2623,28/07/2020,BTC,52.34%
2624,29/07/2020,GBP,5.42%
2625,29/07/2020,EUR,6.09%
2626,29/07/2020,YENN,5.39%
2627,29/07/2020,BTC,52.17%
2628,30/07/2020,GBP,5.28%
2629,30/07/2020,EUR,6.11%
2630,30/07/2020,YENN,5.10%
2631,30/07/2020,BTC,52.25%
2632,31/07/2020,GBP,5.86%
2633,31/07/2020,EUR,6.36%
2634,31/07/2020,YENN,4.89%
2635,31/07/2020,BTC,51.82%
2636,03/08/2020,GBP,5.94%
2637,03/08/2020,EUR,7.17%
2638,03/08/2020,YENN,6.49%
2639,03/08/2020,BTC,51.93%
2640,04/08/2020,GBP,6.09%
2641,04/08/2020,EUR,7.28%
2642,04/08/2020,YENN,6.52%
2643,04/08/2020,BTC,51.55%
2644,05/08/2020,GBP,6.11%
2645,05/08/2020,EUR,7.21%
2646,05/08/2020,YENN,6.60%
2647,05/08/2020,BTC,52.58%
2648,06/08/2020,GBP,6.10%
2649,06/08/2020,EUR,6.99%
2650,06/08/2020,YENN,6.52%
2651,06/08/2020,BTC,52.58%
2652,07/08/2020,GBP,5.98%
2653,07/08/2020,EUR,6.93%
2654,07/08/2020,YENN,6.50%
2655,07/08/2020,BTC,52.53%
2656,10/08/2020,GBP,6.62%
2657,10/08/2020,EUR,7.43%
2658,10/08/2020,YENN,6.60%
2659,10/08/2020,BTC,52.57%
2660,11/08/2020,GBP,6.62%
2661,11/08/2020,EUR,7.70%
2662,11/08/2020,YENN,6.57%
2663,11/08/2020,BTC,55.36%
2664,12/08/2020,GBP,6.16%
2665,12/08/2020,EUR,7.71%
2666,12/08/2020,YENN,6.70%
2667,12/08/2020,BTC,55.26%
2668,13/08/2020,GBP,6.20%
2669,13/08/2020,EUR,7.66%
2670,13/08/2020,YENN,6.79%
2671,13/08/2020,BTC,54.98%
2672,14/08/2020,GBP,6.20%
2673,14/08/2020,EUR,7.65%
2674,14/08/2020,YENN,6.73%
2675,14/08/2020,BTC,54.78%
2676,17/08/2020,GBP,6.01%
2677,17/08/2020,EUR,7.53%
2678,17/08/2020,YENN,6.76%
2679,17/08/2020,BTC,55.51%
2680,18/08/2020,GBP,6.04%
2681,18/08/2020,EUR,7.48%
2682,18/08/2020,YENN,6.96%
2683,18/08/2020,BTC,56.73%
2684,19/08/2020,GBP,6.59%
2685,19/08/2020,EUR,7.61%
2686,19/08/2020,YENN,7.32%
2687,19/08/2020,BTC,57.68%
2688,20/08/2020,GBP,7.86%
2689,20/08/2020,EUR,8.28%
2690,20/08/2020,YENN,7.88%
2691,20/08/2020,BTC,57.65%
2692,21/08/2020,GBP,8.20%
2693,21/08/2020,EUR,8.27%
2694,21/08/2020,YENN,7.87%
2695,21/08/2020,BTC,58.90%
2696,24/08/2020,GBP,9.09%
2697,24/08/2020,EUR,8.67%
2698,24/08/2020,YENN,7.87%
2699,24/08/2020,BTC,58.72%
2700,25/08/2020,GBP,9.04%
2701,25/08/2020,EUR,8.55%
2702,25/08/2020,YENN,7.39%
2703,25/08/2020,BTC,36.44%
2704,26/08/2020,GBP,8.95%
2705,26/08/2020,EUR,7.92%
2706,26/08/2020,YENN,7.05%
2707,26/08/2020,BTC,36.42%
2708,27/08/2020,GBP,9.05%
2709,27/08/2020,EUR,7.74%
2710,27/08/2020,YENN,7.29%
2711,27/08/2020,BTC,36.47%
2712,28/08/2020,GBP,9.00%
2713,28/08/2020,EUR,7.57%
2714,28/08/2020,YENN,7.67%
2715,28/08/2020,BTC,37.01%
2716,31/08/2020,GBP,9.21%
2717,31/08/2020,EUR,7.66%
2718,31/08/2020,YENN,8.49%
2719,31/08/2020,BTC,36.68%
2720,01/09/2020,GBP,9.18%
2721,01/09/2020,EUR,7.13%
2722,01/09/2020,YENN,7.68%
2723,01/09/2020,BTC,37.38%
2724,02/09/2020,GBP,9.14%
2725,02/09/2020,EUR,7.12%
2726,02/09/2020,YENN,7.67%
2727,02/09/2020,BTC,41.27%
2728,03/09/2020,GBP,9.28%
2729,03/09/2020,EUR,7.38%
2730,03/09/2020,YENN,7.60%
2731,03/09/2020,BTC,52.75%
2732,04/09/2020,GBP,9.61%
2733,04/09/2020,EUR,7.18%
2734,04/09/2020,YENN,7.61%
2735,04/09/2020,BTC,53.84%
2736,07/09/2020,GBP,9.63%
2737,07/09/2020,EUR,7.18%
2738,07/09/2020,YENN,7.64%
2739,07/09/2020,BTC,53.81%
2740,08/09/2020,GBP,9.61%
2741,08/09/2020,EUR,6.62%
2742,08/09/2020,YENN,7.60%
2743,08/09/2020,BTC,53.08%
2744,09/09/2020,GBP,10.94%
2745,09/09/2020,EUR,6.66%
2746,09/09/2020,YENN,7.67%
2747,09/09/2020,BTC,52.07%
2748,10/09/2020,GBP,10.96%
2749,10/09/2020,EUR,6.74%
2750,10/09/2020,YENN,7.52%
2751,10/09/2020,BTC,51.91%
2752,11/09/2020,GBP,12.07%
2753,11/09/2020,EUR,6.55%
2754,11/09/2020,YENN,7.44%
2755,11/09/2020,BTC,51.39%
2756,14/09/2020,GBP,12.04%
2757,14/09/2020,EUR,6.53%
2758,14/09/2020,YENN,7.41%
2759,14/09/2020,BTC,52.60%
2760,15/09/2020,GBP,12.06%
2761,15/09/2020,EUR,6.50%
2762,15/09/2020,YENN,7.41%
2763,15/09/2020,BTC,50.35%
2764,16/09/2020,GBP,12.13%
2765,16/09/2020,EUR,6.50%
2766,16/09/2020,YENN,7.27%
2767,16/09/2020,BTC,50.59%
2768,17/09/2020,GBP,11.60%
2769,17/09/2020,EUR,6.20%
2770,17/09/2020,YENN,6.90%
2771,17/09/2020,BTC,50.28%
2772,18/09/2020,GBP,11.06%
2773,18/09/2020,EUR,5.60%
2774,18/09/2020,YENN,6.31%
2775,18/09/2020,BTC,50.05%
2776,21/09/2020,GBP,10.61%
2777,21/09/2020,EUR,5.53%
2778,21/09/2020,YENN,6.21%
2779,21/09/2020,BTC,51.61%
2780,22/09/2020,GBP,10.53%
2781,22/09/2020,EUR,5.55%
2782,22/09/2020,YENN,6.18%
2783,22/09/2020,BTC,51.27%
2784,23/09/2020,GBP,10.67%
2785,23/09/2020,EUR,5.81%
2786,23/09/2020,YENN,6.30%
2787,23/09/2020,BTC,50.80%
2788,24/09/2020,GBP,10.33%
2789,24/09/2020,EUR,5.79%
2790,24/09/2020,YENN,6.20%
2791,24/09/2020,BTC,53.91%
2792,25/09/2020,GBP,10.18%
2793,25/09/2020,EUR,5.82%
2794,25/09/2020,YENN,5.99%
2795,25/09/2020,BTC,53.77%
2796,28/09/2020,GBP,10.22%
2797,28/09/2020,EUR,5.87%
2798,28/09/2020,YENN,5.36%
2799,28/09/2020,BTC,53.21%
2800,29/09/2020,GBP,9.70%
2801,29/09/2020,EUR,5.15%
2802,29/09/2020,YENN,4.00%
2803,29/09/2020,BTC,53.23%
2804,30/09/2020,GBP,9.67%
2805,30/09/2020,EUR,5.53%
2806,30/09/2020,YENN,3.75%
2807,30/09/2020,BTC,52.25%
2808,01/10/2020,GBP,9.76%
2809,01/10/2020,EUR,5.53%
2810,01/10/2020,YENN,3.79%
2811,01/10/2020,BTC,50.08%
2812,02/10/2020,GBP,9.74%
2813,02/10/2020,EUR,5.20%
2814,02/10/2020,YENN,3.64%
2815,02/10/2020,BTC,32.64%
2816,05/10/2020,GBP,9.72%
2817,05/10/2020,EUR,5.23%
2818,05/10/2020,YENN,3.63%
2819,05/10/2020,BTC,32.19%
2820,06/10/2020,GBP,9.94%
2821,06/10/2020,EUR,5.71%
2822,06/10/2020,YENN,3.61%
2823,06/10/2020,BTC,32.45%
2824,07/10/2020,GBP,10.11%
2825,07/10/2020,EUR,5.91%
2826,07/10/2020,YENN,3.61%
2827,07/10/2020,BTC,31.26%
2828,08/10/2020,GBP,8.83%
2829,08/10/2020,EUR,5.80%
2830,08/10/2020,YENN,3.63%
2831,08/10/2020,BTC,31.93%
2832,09/10/2020,GBP,8.81%
2833,09/10/2020,EUR,5.69%
2834,09/10/2020,YENN,3.52%
2835,09/10/2020,BTC,32.00%
2836,12/10/2020,GBP,7.39%
2837,12/10/2020,EUR,5.87%
2838,12/10/2020,YENN,3.73%
2839,12/10/2020,BTC,34.91%
2840,13/10/2020,GBP,7.41%
2841,13/10/2020,EUR,5.84%
2842,13/10/2020,YENN,3.83%
2843,13/10/2020,BTC,34.43%
2844,14/10/2020,GBP,8.26%
2845,14/10/2020,EUR,6.14%
2846,14/10/2020,YENN,3.62%
2847,14/10/2020,BTC,34.33%
2848,15/10/2020,GBP,8.46%
2849,15/10/2020,EUR,6.12%
2850,15/10/2020,YENN,3.61%
2851,15/10/2020,BTC,33.99%
2852,16/10/2020,GBP,8.76%
2853,16/10/2020,EUR,6.10%
2854,16/10/2020,YENN,3.53%
2855,16/10/2020,BTC,34.50%
2856,19/10/2020,GBP,8.78%
2857,19/10/2020,EUR,5.92%
2858,19/10/2020,YENN,3.28%
2859,19/10/2020,BTC,36.53%
2860,20/10/2020,GBP,8.73%
2861,20/10/2020,EUR,6.18%
2862,20/10/2020,YENN,3.20%
2863,20/10/2020,BTC,32.15%
2864,21/10/2020,GBP,8.12%
2865,21/10/2020,EUR,6.02%
2866,21/10/2020,YENN,3.18%
2867,21/10/2020,BTC,39.70%
2868,22/10/2020,GBP,8.96%
2869,22/10/2020,EUR,5.72%
2870,22/10/2020,YENN,4.05%
2871,22/10/2020,BTC,37.29%
2872,23/10/2020,GBP,9.08%
2873,23/10/2020,EUR,5.63%
2874,23/10/2020,YENN,4.03%
2875,23/10/2020,BTC,34.92%
2876,26/10/2020,GBP,9.12%
2877,26/10/2020,EUR,5.67%
2878,26/10/2020,YENN,4.06%
2879,26/10/2020,BTC,34.49%
2880,27/10/2020,GBP,9.23%
2881,27/10/2020,EUR,5.68%
2882,27/10/2020,YENN,4.06%
2883,27/10/2020,BTC,36.26%
2884,28/10/2020,GBP,8.83%
2885,28/10/2020,EUR,5.65%
2886,28/10/2020,YENN,4.13%
2887,28/10/2020,BTC,38.81%
2888,29/10/2020,GBP,8.92%
2889,29/10/2020,EUR,5.47%
2890,29/10/2020,YENN,4.07%
2891,29/10/2020,BTC,38.42%
2892,30/10/2020,GBP,8.98%
2893,30/10/2020,EUR,5.83%
2894,30/10/2020,YENN,4.15%
2895,30/10/2020,BTC,37.27%
2896,02/11/2020,GBP,8.94%
2897,02/11/2020,EUR,5.88%
2898,02/11/2020,YENN,4.13%
2899,02/11/2020,BTC,37.07%
2900,03/11/2020,GBP,8.86%
2901,03/11/2020,EUR,5.85%
2902,03/11/2020,YENN,4.18%
2903,03/11/2020,BTC,37.44%
2904,04/11/2020,GBP,10.20%
2905,04/11/2020,EUR,6.55%
2906,04/11/2020,YENN,4.12%
2907,04/11/2020,BTC,35.83%
2908,05/11/2020,GBP,10.64%
2909,05/11/2020,EUR,6.40%
2910,05/11/2020,YENN,4.13%
2911,05/11/2020,BTC,45.94%
2912,06/11/2020,GBP,11.53%
2913,06/11/2020,EUR,6.82%
2914,06/11/2020,YENN,4.66%
2915,06/11/2020,BTC,46.36%
2916,09/11/2020,GBP,11.55%
2917,09/11/2020,EUR,7.15%
2918,09/11/2020,YENN,4.69%
2919,09/11/2020,BTC,47.66%
2920,10/11/2020,GBP,11.34%
2921,10/11/2020,EUR,7.31%
2922,10/11/2020,YENN,8.10%
2923,10/11/2020,BTC,46.94%
2924,11/11/2020,GBP,11.54%
2925,11/11/2020,EUR,7.31%
2926,11/11/2020,YENN,8.05%
2927,11/11/2020,BTC,46.26%
2928,12/11/2020,GBP,10.95%
2929,12/11/2020,EUR,7.06%
2930,12/11/2020,YENN,8.06%
2931,12/11/2020,BTC,46.47%
2932,13/11/2020,GBP,11.21%
2933,13/11/2020,EUR,7.08%
2934,13/11/2020,YENN,8.06%
2935,13/11/2020,BTC,46.58%
2936,16/11/2020,GBP,10.97%
2937,16/11/2020,EUR,7.06%
2938,16/11/2020,YENN,8.13%
2939,16/11/2020,BTC,45.16%
2940,17/11/2020,GBP,10.98%
2941,17/11/2020,EUR,7.06%
2942,17/11/2020,YENN,8.13%
2943,17/11/2020,BTC,46.44%
2944,18/11/2020,GBP,10.99%
2945,18/11/2020,EUR,6.91%
2946,18/11/2020,YENN,8.19%
2947,18/11/2020,BTC,46.55%
2948,19/11/2020,GBP,11.00%
2949,19/11/2020,EUR,6.71%
2950,19/11/2020,YENN,8.22%
2951,19/11/2020,BTC,42.51%
2952,20/11/2020,GBP,10.01%
2953,20/11/2020,EUR,6.70%
2954,20/11/2020,YENN,7.83%
2955,20/11/2020,BTC,43.59%
2956,23/11/2020,GBP,9.95%
2957,23/11/2020,EUR,6.59%
2958,23/11/2020,YENN,7.77%
2959,23/11/2020,BTC,44.40%
2960,24/11/2020,GBP,9.91%
2961,24/11/2020,EUR,6.56%
2962,24/11/2020,YENN,8.13%
2963,24/11/2020,BTC,45.05%
2964,25/11/2020,GBP,9.82%
2965,25/11/2020,EUR,6.65%
2966,25/11/2020,YENN,8.11%
2967,25/11/2020,BTC,45.89%
2968,26/11/2020,GBP,9.82%
2969,26/11/2020,EUR,6.60%
2970,26/11/2020,YENN,8.07%
2971,26/11/2020,BTC,56.48%
2972,27/11/2020,GBP,9.77%
2973,27/11/2020,EUR,6.48%
2974,27/11/2020,YENN,8.05%
2975,27/11/2020,BTC,56.70%
2976,30/11/2020,GBP,9.61%
2977,30/11/2020,EUR,6.15%
2978,30/11/2020,YENN,8.02%
2979,30/11/2020,BTC,71.46%
2980,01/12/2020,GBP,9.59%
2981,01/12/2020,EUR,6.12%
2982,01/12/2020,YENN,8.06%
2983,01/12/2020,BTC,74.29%
2984,02/12/2020,GBP,9.72%
2985,02/12/2020,EUR,7.03%
2986,02/12/2020,YENN,8.04%
2987,02/12/2020,BTC,74.16%
2988,03/12/2020,GBP,8.59%
2989,03/12/2020,EUR,6.36%
2990,03/12/2020,YENN,8.04%
2991,03/12/2020,BTC,74.16%
2992,04/12/2020,GBP,7.41%
2993,04/12/2020,EUR,6.21%
